NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
S. Suciu,AFC Chindia Târgoviște,Romanian Liga I,RB,Bronze,65,53,23,32,41,63,71,19-09-2018 12:10
R. Magyar,Hammarby IF,Swedish Allsvenskan,RB,Bronze,65,71,49,64,67,56,60,19-09-2018 12:10
T. Holý,Ipswich Town,English League One,RM,Bronze,65,64,42,52,53,61,74,19-09-2018 12:10
M. Meilinger,SC Rheindorf Altach,Austrian Football Bundesliga,RM,Bronze,65,62,46,57,61,67,82,19-09-2018 12:10
R. Padovani,US Quevilly Rouen Métropole,French Ligue 2,ST,Bronze,65,81,60,52,67,33,57,19-09-2018 12:10
M. Nelom,Willem II,Holland Eredivisie,CM,Bronze,65,71,54,60,62,59,66,19-09-2018 12:10
R. Hassan,SønderjyskE,Danish Superliga,CM,Bronze,65,65,33,39,40,65,62,19-09-2018 12:10
J. Bertilsson,Degerfors IF,Swedish Allsvenskan,ST,Bronze,65,54,47,60,58,62,65,19-09-2018 12:10
S. Galindo,Club Always Ready,Liga de Fútbol Profesional Boliviano,CAM,Bronze,65,64,61,61,61,55,68,19-09-2018 12:10
F. Brown Forbes,Wisła Kraków,Polish T-Mobile Ekstraklasa,LM,Bronze,65,49,47,58,58,66,80,19-09-2018 12:10
A. Sarcevic,Bolton Wanderers,English League One,ST,Bronze,65,86,55,54,61,25,69,19-09-2018 12:10
T. Leugers,SV Meppen,German 3. Bundesliga,LB,Bronze,65,55,39,47,47,63,67,19-09-2018 12:10
J. Rivierez,Stade Malherbe Caen,French Ligue 2,CB,Bronze,65,64,38,58,58,60,69,19-09-2018 12:10
M. Żyro,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,CB,Bronze,65,74,34,50,61,57,67,19-09-2018 12:10
D. McGregor,Hibernian,Scottish Premiership,ST,Bronze,65,62,40,38,43,60,76,19-09-2018 12:10
Marc Martínez,FC Cartagena,Spanish Segunda División,LM,Bronze,65,80,58,57,64,46,54,19-09-2018 12:10
C. Thomas,Cheltenham Town,English League One,RB,Bronze,65,77,59,47,65,18,60,19-09-2018 12:10
J. Keohane,Rochdale,English League Two,RB,Bronze,65,76,56,63,66,44,60,19-09-2018 12:10
P. Hoban,Dundalk FC,Rep. Ireland Airtricity League,RB,Bronze,65,69,43,58,61,60,67,19-09-2018 12:10
J. Morris,Salford City,English League Two,LB,Bronze,65,48,65,51,54,30,70,19-09-2018 12:10
R. Janicki,Górnik Zabrze,Polish T-Mobile Ekstraklasa,CAM,Bronze,65,55,44,58,61,67,81,19-09-2018 12:10
C. Winchester,Sunderland,English League One,CB,Bronze,65,45,48,56,59,63,67,19-09-2018 12:10
W. Keane,Wigan Athletic,English League One,CM,Bronze,65,85,52,53,65,34,55,19-09-2018 12:10
E. Ebanks-Landell,Shrewsbury Town,English League One,CM,Bronze,65,74,33,52,63,58,60,19-09-2018 12:10
R. Lopes,Shamrock Rovers,Rep. Ireland Airtricity League,LW,Bronze,65,59,27,44,50,60,69,19-09-2018 12:10
E. Zavaleta,Toronto FC,USA Major League Soccer,ST,Bronze,65,73,49,56,61,59,69,19-09-2018 12:10
J. Bonham,Stoke City,English League Championship,ST,Bronze,65,64,53,65,64,62,58,19-09-2018 12:10
P. Kitchen,Columbus Crew,USA Major League Soccer,CM,Bronze,65,64,40,45,50,62,68,19-09-2018 12:10
K. Haraldseid,Molde FK,Norwegian Eliteserien,ST,Bronze,65,70,32,40,64,65,62,19-09-2018 12:10
M. Ødegaard,Sarpsborg 08 FF,Norwegian Eliteserien,RM,Bronze,65,69,25,34,43,64,67,19-09-2018 12:10
N. Næss,Sarpsborg 08 FF,Norwegian Eliteserien,CM,Bronze,65,77,33,49,54,61,65,19-09-2018 12:10
A. Vellios,FC Academica Clinceni,Romanian Liga I,CM,Bronze,65,45,53,58,55,59,78,19-09-2018 12:10
Javi Hernández,Odisha FC,Indian Super League,RM,Bronze,65,74,35,50,60,62,71,19-09-2018 12:10
J. Carroll,Motherwell,Scottish Premiership,ST,Bronze,65,42,38,49,39,61,67,19-09-2018 12:10
M. Mert,Atakaş Hatayspor,Turkish Süper Lig,ST,Bronze,65,64,55,61,60,59,69,19-09-2018 12:10
Choi Bo Kyung,Jeonbuk Hyundai Motors,Korean K League 1,RB,Bronze,65,70,51,59,67,49,59,19-09-2018 12:10
M. O'Halloran,St. Johnstone FC,Scottish Premiership,RM,Bronze,65,71,35,55,58,61,64,19-09-2018 12:10
S. Gannon,Shamrock Rovers,Rep. Ireland Airtricity League,CB,Bronze,65,73,55,63,64,54,67,19-09-2018 12:10
J. Scowen,Wycombe Wanderers,English League One,RB,Bronze,65,67,55,63,58,43,67,19-09-2018 12:10
Y. Songo'o,Bradford City,English League Two,CM,Bronze,65,74,54,60,64,60,69,19-09-2018 12:10
A. Cairns,Fleetwood Town,English League One,CDM,Bronze,65,62,38,53,59,61,58,19-09-2018 12:10
Yu Sang Hun,FC Seoul,Korean K League 1,RM,Bronze,65,62,27,38,59,63,69,19-09-2018 12:10
J. Valencia,Brentford,English Premier League,CB,Bronze,65,61,65,62,66,56,65,19-09-2018 12:10
O. Turton,Huddersfield Town,English League Championship,RM,Bronze,65,52,46,57,57,65,65,19-09-2018 12:10
L. Isgrove,Bolton Wanderers,English League One,LW,Bronze,65,78,53,50,68,28,59,19-09-2018 12:10
A. O'Brien,Sunderland,English League One,CB,Bronze,65,65,28,42,48,65,62,19-09-2018 12:10
L. Bangoura,CS Emelec,Ecuadorian Serie A,CB,Bronze,65,64,49,51,57,61,65,19-09-2018 12:10
J. Chianese,Hyderabad FC,Indian Super League,CM,Bronze,65,50,55,57,55,61,79,19-09-2018 12:10
A. Pierre,Shrewsbury Town,English League One,ST,Bronze,65,40,31,35,39,63,72,19-09-2018 12:10
R. Matthews,Crystal Palace,English Premier League,ST,Bronze,65,61,52,67,65,46,58,19-09-2018 12:10
C. Dibon,SK Rapid Wien,Austrian Football Bundesliga,ST,Bronze,65,92,43,47,60,59,66,19-09-2018 12:10
A. Luna,Kerala Blasters FC,Indian Super League,RB,Bronze,65,78,52,59,63,58,60,19-09-2018 12:10
R. Wolski,Wisła Płock,Polish T-Mobile Ekstraklasa,RB,Bronze,65,80,60,42,64,25,63,19-09-2018 12:10
R. Jackson,Gillingham,English League One,LW,Bronze,65,69,58,62,56,58,72,19-09-2018 12:10
U. Đerić,Suwon Samsung Bluewings,Korean K League 1,LM,Bronze,65,33,40,35,34,60,79,19-09-2018 12:10
K. Escamilla,Gallos Blancos de Querétaro,Mexican Liga MX,RB,Bronze,65,48,56,55,58,64,86,19-09-2018 12:10
B. Boulenger,Seraing,Belgian Jupiler Pro League,RM,Bronze,65,47,34,47,43,63,59,19-09-2018 12:10
A. Jackson,Lincoln City,English League One,CAM,Bronze,65,67,61,61,70,37,70,19-09-2018 12:10
David Simón,FC Cartagena,Spanish Segunda División,ST,Bronze,65,79,62,50,64,21,58,19-09-2018 12:10
N. Dams,Borussia Dortmund II,German 3. Bundesliga,CAM,Bronze,65,33,36,45,49,61,73,19-09-2018 12:10
D. Oshilaja,Burton Albion,English League One,CAM,Bronze,65,90,44,53,59,56,63,19-09-2018 12:10
T. Weilandt,VfL Bochum 1848,German 1. Bundesliga,ST,Bronze,65,59,52,50,53,63,72,19-09-2018 12:10
G. Carmona,Sport Huancayo,Peruvian Primera División,RM,Bronze,65,63,61,51,60,46,70,19-09-2018 12:10
T. Grøgaard,Strømsgodset IF,Norwegian Eliteserien,RM,Bronze,65,66,60,63,64,54,67,19-09-2018 12:10
S. Khelifi,FC Zürich,Swiss Super League,CAM,Bronze,65,72,40,62,61,59,62,19-09-2018 12:10
M. Mandron,Crewe Alexandra,English League One,LB,Bronze,65,72,61,40,60,23,58,19-09-2018 12:10
S. Auer,FC Flyeralarm Admira,Austrian Football Bundesliga,CB,Bronze,65,70,33,61,63,59,66,19-09-2018 12:10
B. Wilson,Coventry City,English League Championship,CDM,Bronze,65,78,38,47,53,61,70,19-09-2018 12:10
K. Hemmings,Burton Albion,English League One,CDM,Bronze,65,70,56,55,58,59,68,19-09-2018 12:10
J. Smits,FK Bodø/Glimt,Norwegian Eliteserien,ST,Bronze,65,62,48,62,63,65,79,19-09-2018 12:10
M. Koné,KAS Eupen,Belgian Jupiler Pro League,LW,Bronze,65,67,63,43,58,29,79,19-09-2018 12:10
S. Maier,Türkgücü München,German 3. Bundesliga,RB,Bronze,65,72,45,57,56,56,85,19-09-2018 12:10
D. Pedersen,SK Brann,Norwegian Eliteserien,LB,Bronze,65,73,38,52,53,61,71,19-09-2018 12:10
C. Raglan,Cheltenham Town,English League One,ST,Bronze,65,67,46,59,65,60,69,19-09-2018 12:10
W. Golla,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,CB,Bronze,65,89,62,52,59,33,68,19-09-2018 12:10
D. McGeouch,Aberdeen,Scottish Premiership,CDM,Bronze,65,74,62,57,64,35,54,19-09-2018 12:10
M. Kuhn,Türkgücü München,German 3. Bundesliga,CB,Bronze,65,79,52,60,68,24,32,19-09-2018 12:10
K. Luckassen,Sepsi OSK Sf. Gheorghe,Romanian Liga I,LW,Bronze,65,74,63,47,67,21,55,19-09-2018 12:10
N. Thomsen,Vålerenga Fotball,Norwegian Eliteserien,RB,Bronze,65,90,59,55,63,31,60,19-09-2018 12:10
O. Bulut,Yukatel Kayserispor,Turkish Süper Lig,RB,Bronze,65,55,63,58,62,55,67,19-09-2018 12:10
Jefté,FC Farul Constanța,Romanian Liga I,CM,Bronze,65,82,52,58,63,38,57,19-09-2018 12:10
O. Norburn,Peterborough United,English League Championship,LB,Bronze,65,72,59,55,67,32,51,19-09-2018 12:10
T. Hopper,Lincoln City,English League One,LM,Bronze,65,55,61,50,56,33,78,19-09-2018 12:10
L. Antal,AFC UTA Arad,Romanian Liga I,CM,Bronze,65,66,51,61,63,59,63,19-09-2018 12:10
J. Willis,Sunderland,English League One,ST,Bronze,65,71,56,50,64,29,71,19-09-2018 12:10
J. Walker,Heart of Midlothian,Scottish Premiership,LM,Bronze,65,66,43,53,55,63,76,19-09-2018 12:10
K. Rowe,Seattle Sounders FC,USA Major League Soccer,ST,Bronze,65,61,37,54,42,60,68,19-09-2018 12:10
R. Kristiansen,SK Brann,Norwegian Eliteserien,CM,Bronze,65,70,56,64,64,42,62,19-09-2018 12:10
Yeo Reum,FC Seoul,Korean K League 1,RM,Bronze,65,53,28,38,37,61,75,19-09-2018 12:10
C. Stockton,Morecambe,English League One,RB,Bronze,65,69,62,62,59,56,64,19-09-2018 12:10
M. Saldívar,Club River Plate Asunción,Paraguayan Primera División,RB,Bronze,65,92,55,55,63,30,56,19-09-2018 12:10
B. Fofana,Sepsi OSK Sf. Gheorghe,Romanian Liga I,LB,Bronze,65,74,27,53,62,61,59,19-09-2018 12:10
V. Agardius,IFK Norrköping,Swedish Allsvenskan,CM,Bronze,65,74,28,45,59,62,71,19-09-2018 12:10
I. Cissé,Seraing,Belgian Jupiler Pro League,LM,Bronze,65,61,50,61,60,36,50,19-09-2018 12:10
R. Zozulya,CF Fuenlabrada,Spanish Segunda División,CB,Bronze,65,71,44,60,63,59,63,19-09-2018 12:10
M. Dyngeland,Vålerenga Fotball,Norwegian Eliteserien,CB,Bronze,65,75,57,58,65,46,59,19-09-2018 12:10
A. Uryga,Wisła Kraków,Polish T-Mobile Ekstraklasa,RWB,Bronze,65,73,52,61,69,39,46,19-09-2018 12:10
A. Said,Campionii FC Arges,Romanian Liga I,ST,Bronze,65,57,42,49,56,61,68,19-09-2018 12:10
T. Watt,Motherwell,Scottish Premiership,CB,Bronze,65,52,67,48,56,25,61,19-09-2018 12:10
C. Matei,FC Dinamo 1948 Bucureşti,Romanian Liga I,ST,Bronze,65,76,48,61,55,57,69,19-09-2018 12:10
B. Aloé,FC Arouca,Portuguese Liga ZON SAGRES,CDM,Bronze,65,56,40,52,54,66,69,19-09-2018 12:10
M. Paulissen,SC Cambuur,Holland Eredivisie,CDM,Bronze,65,75,55,60,72,33,42,19-09-2018 12:10
O. Hawsawi,Al Ittihad,Saudi Abdul L. Jameel League,ST,Bronze,65,75,40,54,57,60,68,19-09-2018 12:10
A. Asiri,Al Taawoun,Saudi Abdul L. Jameel League,CM,Bronze,65,71,56,55,62,43,67,19-09-2018 12:10
F. Al Qarni,Al Shabab,Saudi Abdul L. Jameel League,RWB,Bronze,65,60,50,47,51,60,70,19-09-2018 12:10
S. Al Qumayzi,Al Faisaly,Saudi Abdul L. Jameel League,CDM,Bronze,65,56,54,58,52,60,74,19-09-2018 12:10
T. Bartomeús,Guaireña FC,Paraguayan Primera División,LM,Bronze,65,61,25,43,46,63,65,19-09-2018 12:10
T. Bu Haymid,Al Fateh,Saudi Abdul L. Jameel League,CAM,Bronze,65,43,42,42,47,62,69,19-09-2018 12:10
A. Khamis,Al Raed,Saudi Abdul L. Jameel League,LB,Bronze,65,82,61,50,62,39,66,19-09-2018 12:10
M. Blair,Cheltenham Town,English League One,RB,Bronze,65,71,34,53,58,59,65,19-09-2018 12:10
T. Anderson,Doncaster Rovers,English League One,CM,Bronze,65,76,40,52,64,56,57,19-09-2018 12:10
P. Vlachodimos,SG Dynamo Dresden,German 2. Bundesliga,ST,Bronze,65,79,56,60,66,29,47,19-09-2018 12:10
Maurides,Radomiak Radom,Polish T-Mobile Ekstraklasa,CM,Bronze,65,67,62,47,60,30,65,19-09-2018 12:10
C. Brown,Brisbane Roar,Australian Hyundai A-League,CDM,Bronze,65,75,60,57,66,37,58,19-09-2018 12:10
J. O'Sullivan,Accrington Stanley,English League One,CB,Bronze,65,60,42,42,48,61,75,19-09-2018 12:10
D. Vaca,Club The Strongest,Liga de Fútbol Profesional Boliviano,RM,Bronze,65,74,58,58,66,23,56,19-09-2018 12:10
M. Gajos,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,RB,Bronze,65,72,36,42,58,66,55,19-09-2018 12:10
T. Ondaan,FC U Craiova 1948,Romanian Liga I,CB,Bronze,65,77,62,43,64,21,57,19-09-2018 12:10
J. Wurtz,SV Wehen Wiesbaden,German 3. Bundesliga,CB,Bronze,65,76,56,56,63,30,51,19-09-2018 12:10
M. Jahfali,Al Hilal,Saudi Abdul L. Jameel League,ST,Bronze,65,49,40,37,45,61,67,19-09-2018 12:10
K. Kamiński,Wisła Płock,Polish T-Mobile Ekstraklasa,CB,Bronze,65,76,23,35,46,59,80,19-09-2018 12:10
A. Belmonte,Grenoble Foot 38,French Ligue 2,ST,Bronze,65,72,55,57,59,56,68,19-09-2018 12:10
S. Piesinger,Randers FC,Danish Superliga,LB,Bronze,65,64,33,58,59,60,65,19-09-2018 12:10
M. Schmerböck,TSV Egger Glas Hartberg,Austrian Football Bundesliga,CAM,Bronze,65,54,27,42,36,62,72,19-09-2018 12:10
L. Nilsen,Tromsø IL,Norwegian Eliteserien,LB,Bronze,65,78,62,54,64,38,61,19-09-2018 12:10
A. Hansen,Aalborg BK,Danish Superliga,RB,Bronze,65,74,50,60,59,55,78,19-09-2018 12:10
M. Hallberg,Hibernian,Scottish Premiership,CM,Bronze,65,60,30,46,38,62,68,19-09-2018 12:10
A. Al Zaqan,Al Fateh,Saudi Abdul L. Jameel League,LB,Bronze,65,85,57,53,62,54,63,19-09-2018 12:10
G. Zhukov,Wisła Kraków,Polish T-Mobile Ekstraklasa,CM,Bronze,65,69,25,49,53,61,69,19-09-2018 12:10
L. Johansson,Kalmar FF,Swedish Allsvenskan,LM,Bronze,65,70,45,50,60,62,68,19-09-2018 12:10
D. Del Fabro,Seraing,Belgian Jupiler Pro League,CF,Bronze,65,88,45,56,63,56,59,19-09-2018 12:10
M. Al Olayan,Al Hilal,Saudi Abdul L. Jameel League,CB,Bronze,65,71,65,52,61,30,54,19-09-2018 12:10
A. Dźwigała,FC St. Pauli,German 2. Bundesliga,RB,Bronze,65,78,61,55,66,34,65,19-09-2018 12:10
S. Sosa Sánchez,Patronato,Argentina Primera División,CB,Bronze,65,66,52,57,60,59,72,19-09-2018 12:10
H. Quiñones,América de Cali,Colombian Liga Postobón,LM,Bronze,65,76,59,45,62,24,58,19-09-2018 12:10
S. O'Neill,Seattle Sounders FC,USA Major League Soccer,CB,Bronze,65,71,42,60,66,58,58,19-09-2018 12:10
G. Leigh,Morecambe,English League One,LB,Bronze,65,79,62,63,65,50,69,19-09-2018 12:10
J. Donachie,Sydney FC,Australian Hyundai A-League,ST,Bronze,65,64,59,62,63,54,71,19-09-2018 12:10
A. Berzel,Viktoria Köln,German 3. Bundesliga,CB,Bronze,65,76,60,47,56,40,76,19-09-2018 12:10
M. Starke,FSV Zwickau,German 3. Bundesliga,CB,Bronze,65,57,24,38,38,61,72,19-09-2018 12:10
R. Nagai,Sanfrecce Hiroshima,Japanese J. League Division 1,RM,Bronze,65,82,61,55,60,30,66,19-09-2018 12:10
M. Thiel,SV Wehen Wiesbaden,German 3. Bundesliga,LW,Bronze,65,48,61,62,64,59,70,19-09-2018 12:10
R. Vollath,Türkgücü München,German 3. Bundesliga,CB,Bronze,65,72,47,54,63,60,59,19-09-2018 12:10
M. Maloča,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,LB,Bronze,65,33,25,37,31,63,80,19-09-2018 12:10
E. Ba,En Avant de Guingamp,French Ligue 2,CM,Bronze,65,70,49,60,63,58,66,19-09-2018 12:10
M. Osuna,Club América,Mexican Liga MX,CM,Bronze,65,76,56,56,67,54,66,19-09-2018 12:10
M. Lackner,SV Ried,Austrian Football Bundesliga,ST,Bronze,65,72,53,54,63,62,72,19-09-2018 12:10
Jung Seok Hwa,Seongnam FC,Korean K League 1,LB,Bronze,65,68,48,54,62,60,67,19-09-2018 12:10
R. Klingenburg,1. FC Kaiserslautern,German 3. Bundesliga,CM,Bronze,65,68,57,59,65,37,62,19-09-2018 12:10
H. Adelakun,Lincoln City,English League One,RM,Bronze,65,70,44,61,66,56,55,19-09-2018 12:10
T. Söderström,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,RWB,Bronze,65,71,51,59,64,52,61,19-09-2018 12:10
D. Brown,NorthEast United FC,Indian Super League,ST,Bronze,65,92,42,54,67,39,62,19-09-2018 12:10
Lee Jeong Hyeop,Gangwon FC,Korean K League 1,RB,Bronze,65,55,27,34,52,62,79,19-09-2018 12:10
Yun Pyeong Gook,GwangJu FC,Korean K League 1,CDM,Bronze,65,62,29,38,41,62,70,19-09-2018 12:10
Y. Ono,Gamba Osaka,Japanese J. League Division 1,LB,Bronze,65,60,63,64,65,41,42,19-09-2018 12:10
N. Al Mousa,Al Ahli,Saudi Abdul L. Jameel League,LB,Bronze,65,66,33,50,61,62,68,19-09-2018 12:10
B. Dabanlı,SC Rheindorf Altach,Austrian Football Bundesliga,CB,Bronze,65,75,50,56,64,31,54,19-09-2018 12:10
T. Al Absi,Al Ahli,Saudi Abdul L. Jameel League,CAM,Bronze,65,84,60,52,63,29,54,19-09-2018 12:10
L. Ojeda,Platense,Argentina Primera División,CDM,Bronze,65,67,31,41,45,62,67,19-09-2018 12:10
P. Retre,Sydney FC,Australian Hyundai A-League,LB,Bronze,65,75,60,52,69,29,55,19-09-2018 12:10
N. Albarracín,Patronato,Argentina Primera División,CB,Bronze,65,69,59,61,62,54,65,19-09-2018 12:10
L. Rougeaux,KV Kortrijk,Belgian Jupiler Pro League,CM,Bronze,65,65,55,60,62,59,66,19-09-2018 12:10
H. Al Hazaa,Ettifaq FC,Saudi Abdul L. Jameel League,RM,Bronze,65,75,43,53,57,58,71,19-09-2018 12:10
F. Hurtado,CD Antofagasta,Chilian Campeonato Nacional,ST,Bronze,65,58,23,42,52,65,59,19-09-2018 12:10
Miguel Oliveira,Moreirense FC,Portuguese Liga ZON SAGRES,LB,Bronze,65,85,65,53,65,23,54,19-09-2018 12:10
I. Ssewankambo,Östersunds FK,Swedish Allsvenskan,LW,Bronze,65,65,58,61,60,54,67,19-09-2018 12:10
S. Goss,Motherwell,Scottish Premiership,LM,Bronze,65,56,39,57,59,60,66,19-09-2018 12:10
Rúben Oliveira,Santa Clara,Portuguese Liga ZON SAGRES,RB,Bronze,65,76,58,57,63,34,61,19-09-2018 12:10
B. Utvik,Sarpsborg 08 FF,Norwegian Eliteserien,CDM,Bronze,65,71,44,52,61,61,67,19-09-2018 12:10
R. Haynes,Newport County,English League Two,CM,Bronze,65,74,50,55,63,44,71,19-09-2018 12:10
J. Mena,La Equidad,Colombian Liga Postobón,LM,Bronze,65,60,34,48,47,61,68,19-09-2018 12:10
D. Asprilla,Portland Timbers,USA Major League Soccer,ST,Bronze,65,73,63,61,62,35,64,19-09-2018 12:10
M. Galain,Club Deportivo Guabirá,Liga de Fútbol Profesional Boliviano,CB,Bronze,65,77,61,56,65,28,50,19-09-2018 12:10
S. Martínez,Club Deportivo Palestino,Chilian Campeonato Nacional,ST,Bronze,65,85,54,46,71,37,54,19-09-2018 12:10
S. Varas,Club de Deportes Cobresal,Chilian Campeonato Nacional,LB,Bronze,65,79,59,44,61,25,71,19-09-2018 12:10
M. Qasem,Al Nassr,Saudi Abdul L. Jameel League,CB,Bronze,65,50,53,69,64,64,70,19-09-2018 12:10
J. McGhee,Dundee FC,Scottish Premiership,CB,Bronze,65,76,62,58,63,40,70,19-09-2018 12:10
S. Ojeda,Patronato,Argentina Primera División,CM,Bronze,65,60,63,62,59,45,67,19-09-2018 12:10
F. Montero,Club Atlético Sarmiento,Argentina Primera División,CDM,Bronze,65,57,59,45,58,27,68,19-09-2018 12:10
L. Ashcroft,Dundee FC,Scottish Premiership,CB,Bronze,65,63,55,58,59,61,67,19-09-2018 12:10
S. Coopman,Royal Antwerp FC,Belgian Jupiler Pro League,RB,Bronze,65,50,31,40,40,63,71,19-09-2018 12:10
T. Lumanza Lembi,Stabæk Fotball,Norwegian Eliteserien,RB,Bronze,65,61,50,55,58,61,65,19-09-2018 12:10
B. Ndoye,FC Sion,Swiss Super League,CB,Bronze,65,54,25,38,39,62,67,19-09-2018 12:10
G. Rólantsson,Odds BK,Norwegian Eliteserien,RW,Bronze,65,62,50,57,53,64,71,19-09-2018 12:10
K. Mensah,Brøndby IF,Danish Superliga,CM,Bronze,65,71,42,57,60,60,63,19-09-2018 12:10
J. Grønning,Viborg FF,Danish Superliga,CM,Bronze,65,57,57,62,62,60,71,19-09-2018 12:10
T. Mikkelsen,Brøndby IF,Danish Superliga,CDM,Bronze,65,62,40,57,59,62,70,19-09-2018 12:10
J. Dodoo,Doncaster Rovers,English League One,CDM,Bronze,65,57,29,48,51,60,70,19-09-2018 12:10
O. Lund,Aarhus GF,Danish Superliga,CDM,Bronze,65,66,46,46,45,62,71,19-09-2018 12:10
Ó. Benítez,Patronato,Argentina Primera División,LM,Bronze,65,66,49,55,60,60,69,19-09-2018 12:10
K. Jackson,Ipswich Town,English League One,CM,Bronze,65,79,55,51,72,27,53,19-09-2018 12:10
K. Azamoum,ESTAC Troyes,French Ligue 1,CB,Bronze,65,84,50,60,61,57,62,19-09-2018 12:10
M. Stefaniak,VfL Wolfsburg,German 1. Bundesliga,CDM,Bronze,65,53,45,64,58,61,61,19-09-2018 12:10
S. Hertner,Türkgücü München,German 3. Bundesliga,LM,Bronze,65,80,60,59,66,59,66,19-09-2018 12:10
A. Powell,Philadelphia Union,USA Major League Soccer,LB,Bronze,65,90,57,44,70,25,56,19-09-2018 12:10
G. Burón,Club León,Mexican Liga MX,CDM,Bronze,65,60,26,43,56,62,68,19-09-2018 12:10
J. Payne,Swindon Town,English League Two,CAM,Bronze,65,72,53,61,65,37,55,19-09-2018 12:10
F. Menig,Hallescher FC,German 3. Bundesliga,LM,Bronze,65,42,35,42,51,64,66,19-09-2018 12:10
V. Vermeij,SC Freiburg II,German 3. Bundesliga,CB,Bronze,65,75,61,56,70,46,71,19-09-2018 12:10
R. Blanco,Academia Puerto Cabello,Venezuelan Primera División,RM,Bronze,65,63,53,60,66,42,57,19-09-2018 12:10
F. Pol,Deportivo La Guaira FC,Venezuelan Primera División,RW,Bronze,65,73,51,64,66,41,51,19-09-2018 12:10
J. Reyes,Deportivo La Guaira FC,Venezuelan Primera División,CB,Bronze,65,78,57,55,67,29,46,19-09-2018 12:10
E. Boateng,New England Revolution,USA Major League Soccer,RW,Bronze,65,55,36,51,49,65,75,19-09-2018 12:10
H. Takahashi,Yokohama FC,Japanese J. League Division 1,RM,Bronze,65,78,46,61,62,51,63,19-09-2018 12:10
K. Vida,Piast Gliwice,Polish T-Mobile Ekstraklasa,ST,Bronze,65,66,54,64,64,49,60,19-09-2018 12:10
Ely,FC Farul Constanța,Romanian Liga I,LB,Bronze,65,72,48,61,65,61,58,19-09-2018 12:10
J. Sanguinetti,Club Always Ready,Liga de Fútbol Profesional Boliviano,LB,Bronze,65,58,37,41,44,63,65,19-09-2018 12:10
M. Kupczak,Warta Poznań,Polish T-Mobile Ekstraklasa,ST,Bronze,65,75,62,56,67,50,42,19-09-2018 12:10
B. Halliday,Fleetwood Town,English League One,ST,Bronze,65,61,45,64,66,59,52,19-09-2018 12:10
C. Diedhiou,FC Sochaux-Montbéliard,French Ligue 2,RM,Bronze,65,56,65,48,60,31,61,19-09-2018 12:10
F. Friday,Strømsgodset IF,Norwegian Eliteserien,RM,Bronze,65,85,59,51,66,51,69,19-09-2018 12:10
F. Cardozo,Platense,Argentina Primera División,LB,Bronze,65,78,63,58,61,32,57,19-09-2018 12:10
J. Verdugo,CD Huachipato,Chilian Campeonato Nacional,CB,Bronze,65,61,47,63,67,53,51,19-09-2018 12:10
P. Jaroszyński,US Salernitana 1919,Italian Serie A,RB,Bronze,65,81,59,55,68,26,73,19-09-2018 12:10
S. Nicholson,Bristol Rovers,English League Two,LB,Bronze,65,63,50,57,62,64,70,19-09-2018 12:10
C. Johansson,IFK Göteborg,Swedish Allsvenskan,CM,Bronze,65,72,61,63,64,50,66,19-09-2018 12:10
P. Lipski,Piast Gliwice,Polish T-Mobile Ekstraklasa,RM,Bronze,65,64,38,42,52,59,73,19-09-2018 12:10
J. Cummings,Dundee FC,Scottish Premiership,CDM,Bronze,65,66,54,61,68,42,59,19-09-2018 12:10
S. Dursun,Fatih Karagümrük S.K.,Turkish Süper Lig,CB,Bronze,65,59,35,41,48,61,67,19-09-2018 12:10
Jorginho,Wisła Płock,Polish T-Mobile Ekstraklasa,CDM,Bronze,65,79,57,53,65,34,58,19-09-2018 12:10
M. Jay,Exeter City,English League Two,CM,Bronze,65,74,48,60,65,46,57,19-09-2018 12:10
Marcelo Djaló,Boavista FC,Portuguese Liga ZON SAGRES,CM,Bronze,65,63,61,60,64,31,52,19-09-2018 12:10
J. Bajandouh,Al Shabab,Saudi Abdul L. Jameel League,RM,Bronze,65,59,31,56,53,62,73,19-09-2018 12:10
